name,tag,symbol,id,currency,status
Opium,,OPIUM,,,unavailable
QLC Chain,qlink,QLC,1066730,USD,available
Rubic,,RBC,,,unavailable
Bitrue Coin,,BTR,,,unavailable
Nerve Finance,,NRV,,,unavailable
GeoDB,,GEO,,,unavailable
TurtleCoin,,TRTL,,,unavailable
Mirrored Netflix,,mNFLX,,,unavailable
CONUN,,CON,,,unavailable
ELYSIA,,EL,,,unavailable
LGO Token,lgo-token,LGO,1094094,USD,available
WePower,wepower,WPR,1066745,USD,available
Tokamak Network,,TON,,,unavailable
Mirrored iShares Silver Trust,,mSLV,,,unavailable
OST,,OST,,,unavailable
Blox,blox,CDT,1061488,USD,available
Paris Saint-Germain Fan Token,,PSG,,,unavailable
PumaPay,pumapay,PMA,1117866,USD,available
PowerTrade Fuel,,PTF,,,unavailable
YFDAI.FINANCE,,YF-DAI,,,unavailable
Props Token,,PROPS,,,unavailable
Hermez Network,,HEZ,,,unavailable
Mirrored Amazon,,mAMZN,,,unavailable
Obyte,obyte,GBYTE,1066625,USD,available
Elamachain,,ELAMA,,,unavailable
Mirrored Apple,,mAAPL,,,unavailable
Unitrade,,TRADE,,,unavailable
Benchmark Protocol,,MARK,,,unavailable
CUDOS,,CUDOS,,,unavailable
Umbrella Network,,UMB,,,unavailable
Metaverse Dualchain Network Architecture,,DNA,,,unavailable
Dynamic,dynamic,DYN,1071276,USD,available
XYO,xyo,XYO,1094078,USD,available
Blocknet,blocknet,BLOCK,1062838,USD,available
Buggyra Coin Zero,buggyra-coin-zero,BCZERO,1117403,USD,available
ZEON,,ZEON,,,unavailable
ArdCoin,,ARDX,,,unavailable
Mirrored Twitter,,mTWTR,,,unavailable
Namecoin,namecoin,NMC,1117899,USD,available
MurAll,,PAINT,,,unavailable
Rakon,,RKN,,,unavailable
Mirrored Microsoft,,mMSFT,,,unavailable
Moeda Loyalty Points,moeda-loyalty-points,MDA,1057882,USD,available
Matrix AI Network,matrix-ai-network,MAN,1089385,USD,available
Pickle Finance,,PICKLE,,,unavailable
AC Milan Fan Token,,ACM,,,unavailable
NFT,,NFT,,,unavailable
Newton,,NEW,,,unavailable
Mirrored Invesco QQQ Trust,,mQQQ,,,unavailable
SALT,salt,SALT,1057840,USD,available
Rarible,,RARI,,,unavailable
Bonded Finance,,BOND,,,unavailable
Quantum Resistant Ledger,quantum-resistant-ledger,QRL,1066565,USD,available
Cardstack,cardstack,CARD,1089374,USD,available
CyberMiles,cybermiles,CMT,1066545,USD,available
TrueChain,truechain,TRUE,1094180,USD,available
Mirrored Alibaba,,mBABA,,,unavailable
Jobchain,,JOB,,,unavailable
Egretia,egretia,EGT,1141881,USD,available
NerveNetwork,,NVT,,,unavailable
Metaverse ETP,metaverse,ETP,1061458,USD,available
XSGD,,XSGD,,,unavailable
SOMESING,,SSX,,,unavailable
Unido EP,,UDO,,,unavailable
Autonio,,NIOX,,,unavailable
Gleec,,GLEEC,,,unavailable
Ducato Protocol Token,,DUCATO,,,unavailable
Factom,factom,FCT,1066623,USD,available
BitcoinHD,,BHD,,,unavailable
Maximine Coin,maximine-coin,MXM,1117705,USD,available
Safex Token,,SFT,,,unavailable
Hydro Protocol,hydro-protocol,HOT,1129254,USD,available
Bitcoin 2,,BTC2,,,unavailable
MoonSwap,,MOON,,,unavailable
Mirrored iShares Gold Trust,,mIAU,,,unavailable
EUNO,,EUNO,,,unavailable
Yield Optimization Platform & Protocol,,YOP,,,unavailable
TrustVerse,,TRV,,,unavailable
Viacoin,viacoin,VIA,1066569,USD,available
EOS Force,,EOSC,,,unavailable
Mirrored United States Oil Fund,,mUSO,,,unavailable
Everex,everex,EVX,1061527,USD,available
X-CASH,,XCASH,,,unavailable
Cobak Token,,CBK,,,unavailable
Fuse Network,,FUSE,,,unavailable
Kryll,,KRL,,,unavailable
VIDY,,VIDY,,,unavailable
Mirrored ProShares VIX,,mVIXY,,,unavailable
Shadows,,DOWS,,,unavailable
YOYOW,yoyow,YOYOW,1061472,USD,available
Viberate,viberate,VIB,1061462,USD,available
Juventus Fan Token,,JUV,,,unavailable
AMEPAY,,AME,,,unavailable
Tachyon Protocol,tachyon-protocol,IPX,1160923,USD,available
Doki Doki Finance,,DOKI,,,unavailable
Unistake,,UNISTAKE,,,unavailable
STEM CELL COIN,,SCC,,,unavailable
Agrello,agrello-delta,DLT,1070371,USD,available
Emirex Token,,EMRX,,,unavailable
MediShares,medishares,MDS,1061503,USD,available
BitForex Token,,BF,,,unavailable
FNB Protocol,,FNB,,,unavailable
SYNC Network,,SYNC,,,unavailable
Ruff,ruff,RUFF,1094190,USD,available
Venus LINK,,vLINK,,,unavailable
FLO,flo,FLO,1066680,USD,available
Prosper,,PROS,,,unavailable
Atomic Wallet Coin,,AWC,,,unavailable
DOS Network,,DOS,,,unavailable
ProximaX,proximax,XPX,1117865,USD,available
BaaSid,,BAAS,,,unavailable
Kira Network,,KEX,,,unavailable
Monetha,monetha,MTH,1061797,USD,available
Dracula Token,,DRC,,,unavailable
Achain,achain,ACT,1065169,USD,available
Polyient Games Governance Token,,PGT,,,unavailable
Swerve,,SWRV,,,unavailable
Bird.Money,,BIRD,,,unavailable
NIX,,NIX,,,unavailable
SONM,sonm,SNM,1061492,USD,available
TrueFeedBack,,TFB,,,unavailable
apM Coin,,APM,,,unavailable
SingularDTV,singulardtv,SNGLS,1061832,USD,available
Centaur,,CNTR,,,unavailable
Basis Cash,,BAC,,,unavailable
DigitalNote,digitalnote,XDN,1061475,USD,available
Arcblock,arcblock,ABT,1071160,USD,available
Valor Token,,VALOR,,,unavailable
PolkaFoundry,,PKF,,,unavailable
Venus LTC,,vLTC,,,unavailable
King DAG,,KDAG,,,unavailable
PRIZM,prizm,PZM,1066683,USD,available
Zel,,ZEL,,,unavailable
Geeq,,GEEQ,,,unavailable
Glitch,,GLCH,,,unavailable
Gem Exchange And Trading,,GXT,,,unavailable
Kambria,,KAT,,,unavailable
Alchemy Pay,,ACH,,,unavailable
UnlimitedIP,,UIP,,,unavailable
xSigma,,SIG,,,unavailable
AnimalGo,,GOM2,,,unavailable
Nestree,,EGG,,,unavailable
Ubiq,ubiq,UBQ,1065392,USD,available
S4FE,,S4F,,,unavailable
USDJ,,USDJ,,,unavailable
PressOne,pressone,PRS,1071974,USD,available
Parachute,,PAR,,,unavailable
Folgory Coin,,FLG,,,unavailable
Idle,,IDLE,,,unavailable
Tower token,,TOWER,,,unavailable
DEXA COIN,,DEXA,,,unavailable
CONTRACOIN,,CTCN,,,unavailable
BLOCKv,blockv,VEE,1061468,USD,available
Digitex,,DGTX,,,unavailable
KeeperDAO,,ROOK,,,unavailable
Penta,,PNT,,,unavailable
B2BX,b2bx,B2B,1070453,USD,available
Hedget,,HGET,,,unavailable
Xensor,,XSR,,,unavailable
SnowSwap,,SNOW,,,unavailable
Non-Fungible Yearn,,NFY,,,unavailable
DATA,data,DTA,1066751,USD,available
FREE Coin,,FREE,,,unavailable
APIX,,APIX,,,unavailable
Cloudbric,,CLB,,,unavailable
Zano,,ZANO,,,unavailable
Azuki,,AZUKI,,,unavailable
Peercoin,peercoin,PPC,1061845,USD,available
Abyss,,ABYSS,,,unavailable
Envion,,EVN,,,unavailable
LiquidApps,,DAPP,,,unavailable
Defis Network,,DFS,,,unavailable
IQeon,iqeon,IQN,1156449,USD,available
MAP Protocol,,MAP,,,unavailable
BitMart Token,,BMX,,,unavailable
Multi Channel Influencer Creater Cloud Funding Platform,,MCI,,,unavailable
CargoX,,CXO,,,unavailable
YF Link,,YFL,,,unavailable
Berry Data,,BRY,,,unavailable
FLETA,,FLETA,,,unavailable
Banano,banano,BAN,1096438,USD,available
Beowulf,,BWF,,,unavailable
Dynamic Trading Rights,,DTR,,,unavailable
Trittium,,TRTT,,,unavailable
Offshift,,XFT,,,unavailable
THEKEY,thekey,TKY,1094199,USD,available
BIKI,,BIKI,,,unavailable
Juggernaut,,JGN,,,unavailable
Meter Governance,,MTRG,,,unavailable
Monavale,,MONA,,,unavailable
Precium,,PCM,,,unavailable
Aryacoin,,AYA,,,unavailable
eBoost,eboostcoin,EBST,1071374,USD,available
Santiment Network Token,santiment,SAN,1061532,USD,available
Sylo,,SYLO,,,unavailable
Xaya,,CHI,,,unavailable
Atletico De Madrid Fan Token,,ATM,,,unavailable
ROOBEE,roobee,ROOBEE,1153144,USD,available
Blockzero Labs,,XIO,,,unavailable
Darwinia Commitment Token,,KTON,,,unavailable
Insureum,,ISR,,,unavailable
Jupiter,,JUP,,,unavailable
Validity,,VAL,,,unavailable
SENSO,,SENSO,,,unavailable
Phore,phore,PHR,1071196,USD,available
PLATINCOIN,,PLC,,,unavailable
HAPI,,HAPI,,,unavailable
Venus DOT,,vDOT,,,unavailable
Genaro Network,genaro-network,GNX,1061466,USD,available
BHPCoin,,BHP,,,unavailable
SmartMesh,smartmesh,SMT,1061479,USD,available
APYSwap,,APYS,,,unavailable
Realio Network,,RIO,,,unavailable
Poolz Finance,,POOLZ,,,unavailable
Essentia,essentia,ESS,1089377,USD,available
General Attention Currency,,XAC,,,unavailable
Falcon Project,,FNT,,,unavailable
DePay,,DEPAY,,,unavailable
Leverj Gluon,,L2,,,unavailable
Hakka.Finance,,HAKKA,,,unavailable
Emercoin,,EMC,,,unavailable
SOAR.FI,,SOAR,,,unavailable
AS Roma Fan Token,,ASR,,,unavailable
Insured Finance,,INFI,,,unavailable
PlatonCoin,platoncoin,PLTC,1123289,USD,available
IG Gold,,IGG,,,unavailable
LinkEye,,LET,,,unavailable
Callisto Network,callisto-network,CLO,1097511,USD,available
Nord Finance,,NORD,,,unavailable
PolySwarm,,NCT,,,unavailable
OneLedger,oneledger,OLT,1089386,USD,available
Internxt,internxt,INXT,1071336,USD,available
Kcash,,KCASH,,,unavailable
FinNexus,,FNX,,,unavailable
Eminer,,EM,,,unavailable
Bibox Token,bibox-token,BIX,1065468,USD,available
NaPoleonX,,NPX,,,unavailable
Restart Energy MWAT,restart-energy-mwat,MWAT,1073129,USD,available
Stealthcoin,stealthcoin,XST,1071258,USD,available
OIN Finance,,OIN,,,unavailable
Project WITH,,WIKEN,,,unavailable
OG Fan Token,,OG,,,unavailable
MahaDAO,,MAHA,,,unavailable
Dev Protocol,,DEV,,,unavailable
Falconswap,,FSW,,,unavailable
IoT Chain,iot-chain,ITC,1061474,USD,available
Seele-N,seele,SEELE,1155084,USD,available
Levolution,,LEVL,,,unavailable
Aragon Court,,ANJ,,,unavailable
Furucombo,,COMBO,,,unavailable
SwftCoin,swftcoin,SWFTC,1066735,USD,available
ARMOR,,ARMOR,,,unavailable
Mettalex,,MTLX,,,unavailable
Monolith,monolith,TKN,1142529,USD,available
Bithao,,BHAO,,,unavailable
BOLT,,BOLT,,,unavailable
Seigniorage Shares,,SHARE,,,unavailable
yieldwatch,,WATCH,,,unavailable
Peculium,peculium,PCL,1088166,USD,available
Open Platform,,OPEN,,,unavailable
HitChain,,HIT,,,unavailable
Lead Wallet,,LEAD,,,unavailable
TERA,,TERA,,,unavailable
Odyssey,odyssey,OCN,1071981,USD,available
FIBOS,,FO,,,unavailable
PolkaBridge,,PBR,,,unavailable
QuadrantProtocol,,EQUAD,,,unavailable
SharedStake,,SGT,,,unavailable
Time New Bank,time-new-bank,TNB,1065225,USD,available
Tap,,XTP,,,unavailable
U Network,,UUU,,,unavailable
Anchor,,ANCT,,,unavailable
DAOstack,daostack,GEN,1089380,USD,available
Waifu Token,,WAIF,,,unavailable
DeFi Yield Protocol,,DYP,,,unavailable
Pillar,pillar,PLR,1066638,USD,available
Casino Betting Coin,,CBC,,,unavailable
ZBG Token,,ZT,,,unavailable
Zynecoin,,ZYN,,,unavailable
Covesting,covesting,COV,1094023,USD,available
Airbloc,,ABL,,,unavailable
Alpaca Finance,,ALPACA,,,unavailable
carVertical,carvertical,CV,1072303,USD,available
Caspian,,CSP,,,unavailable
LikeCoin,,LIKE,,,unavailable
Aitra,,AITRA,,,unavailable
reflect.finance,,RFI,,,unavailable
Qubitica,qubitica,QBIT,1138347,USD,available
SmartCash,smartcash,SMART,1066662,USD,available
ASKO,,ASKO,,,unavailable
Burst,burst,BURST,1066671,USD,available
Spectre.ai Dividend Token,spectre-dividend,SXDT,1093961,USD,available
Aluna.Social,,ALN,,,unavailable
Lua Token,,LUA,,,unavailable
Tokenomy,tokenomy,TEN,1094177,USD,available
PlotX,,PLOT,,,unavailable
SpaceChain,spacechain,SPC,1071967,USD,available
UCA Coin,uca-coin,UCA,1161022,USD,available
Atlas Protocol,,ATP,,,unavailable
Particl,particl,PART,1062548,USD,available
Waves Enterprise,,WEST,,,unavailable
SIX,,SIX,,,unavailable
Zenfuse,,ZEFU,,,unavailable
VestChain,,VEST,,,unavailable
Mobius,mobius,MOBI,1094006,USD,available
Tutti Frutti,,TFF,,,unavailable
Wings,wings,WINGS,1061526,USD,available
Pluton,,PLU,,,unavailable
Content Neutrality Network,content-neutrality-network,CNN,1093944,USD,available
eBitcoin,ebtcnew,EBTC,1070451,USD,available
Feathercoin,feathercoin,FTC,1071176,USD,available
BonFi,,BNF,,,unavailable
Ubex,,UBEX,,,unavailable
PlayFuel,,PLF,,,unavailable
Crypto Village Accelerator,,CVA,,,unavailable
Raven Protocol,,RAVEN,,,unavailable
Archer DAO Governance Token,,ARCH,,,unavailable
XMax,,XMX,,,unavailable
bAlpha,,BALPHA,,,unavailable
Chrono.tech,,TIME,,,unavailable
Router Protocol,,ROUTE,,,unavailable
Aeon,aeon,AEON,1066599,USD,available
Nsure.Network,,NSURE,,,unavailable
ScPrime,,SCP,,,unavailable
STATERA,,STA,,,unavailable
Swapcoinz,,SPAZ,,,unavailable
Team Heretics Fan Token,,TH,,,unavailable
Olive,,OLE,,,unavailable
SEEN,,SEEN,,,unavailable
Auctus,,AUC,,,unavailable
Name Changing Token,,NCT,,,unavailable
QuickX Protocol,,QCX,,,unavailable
smARTOFGIVING,,AOG,,,unavailable
Lightning Bitcoin,lightning-bitcoin,LBTC,1061457,USD,available
CWV Chain,,CWV,,,unavailable
MultiVAC,,MTV,,,unavailable
VIBE,vibe,VIBE,1065444,USD,available
Nyzo,,NYZO,,,unavailable
Enecuum,,ENQ,,,unavailable
Opacity,opacity,OPCT,1130950,USD,available
BTSE,,BTSE,,,unavailable
CPChain,cpchain,CPC,1070345,USD,available
SmartCredit Token,,SMARTCRE,,,unavailable
DMScript,,DMST,,,unavailable
Urus,,URUS,,,unavailable
PieDAO DOUGH v2,,DOUGH,,,unavailable
Blockchain Certified Data Token,,BCDT,,,unavailable
PotCoin,potcoin,POT,1066663,USD,available
DEAPcoin,,DEP,,,unavailable
OceanEx Token,,OCE,,,unavailable
Stake DAO,,SDT,,,unavailable
Ravencoin Classic,,RVC,,,unavailable
VNX Exchange,,VNXLU,,,unavailable
Fatcoin,,FAT,,,unavailable
Smart MFG,,MFG,,,unavailable
CryptoBonusMiles,,CBM,,,unavailable
Node Runners,,NDR,,,unavailable
HTMLCOIN,,HTML,,,unavailable
Origin Dollar,,OUSD,,,unavailable
GoWithMi,,GMAT,,,unavailable
Lamden,lamden,TAU,1089393,USD,available
Mysterium,mysterium,MYST,1061516,USD,available
DeFiner,,FIN,,,unavailable
Ethverse,,ETHV,,,unavailable
Growth DeFi,,GRO,,,unavailable
Orient Walt,,HTDF,,,unavailable
OpenDAO,,OPEN,,,unavailable
Safe,,SAFE,,,unavailable
Gulden,gulden,NLG,1066597,USD,available
Skrumble Network,skrumble-network,SKM,1088172,USD,available
Royale Finance,,ROYA,,,unavailable
Credo,credo,CREDO,1070393,USD,available
Cryptopay,,CPAY,,,unavailable
Evedo,,EVED,,,unavailable
Fyooz,,FYZ,,,unavailable
GAMB,,GMB,,,unavailable
DOC.COM,doc-com,MTC,1094183,USD,available
YOU COIN,,YOU,,,unavailable
Grid+,,GRID,,,unavailable
Tripio,,TRIO,,,unavailable
BLink,,BLINK,,,unavailable
ERC20,erc-20,ERC20,1072104,USD,available
Mooncoin,,MOON,,,unavailable
BeatzCoin,,BTZC,,,unavailable
GoCrypto Token,,GOC,,,unavailable
Idena,,IDNA,,,unavailable
WPP TOKEN,,WPP,,,unavailable
EDUCare,educare,EKT,1150185,USD,available
Game.com,game,GTC,1094194,USD,available
Remme,remme,REM,1089389,USD,available
PhoenixDAO,,PHNX,,,unavailable
Cryptocean,,CRON,,,unavailable
SunContract,suncontract,SNC,1061895,USD,available
Cred,libra-credit,LBA,1094005,USD,available
INT,int-chain,INT,1066726,USD,available
HyperDAO,,HDAO,,,unavailable
TronEuropeRewardCoin,,TERC,,,unavailable
Playcent,,PCNT,,,unavailable
BIDR,,BIDR,,,unavailable
Voise,,VOISE,,,unavailable
AMLT,,AMLT,,,unavailable
Myriad,myriad,XMY,1071242,USD,available
I/O Coin,iocoin,IOC,1070366,USD,available
ContentBox,contentbox,BOX,1094020,USD,available
USDX [Lighthouse],,USDX,,,unavailable
ZIMBOCASH,,ZASH,,,unavailable
LiteDoge,litedoge,LDOGE,1071438,USD,available
Ivy,ivy,IVY,1088167,USD,available
Digitex Token,,DGTX,,,unavailable
WeShow Token,,WET,,,unavailable
Swirge,,SWG,,,unavailable
Zipper,,ZIP,,,unavailable
Cappasity,cappasity,CAPP,1071782,USD,available
SolarCoin,,SLR,,,unavailable
Insights Network,,INSTAR,,,unavailable
GHOST,,GHOST,,,unavailable
Blocery,,BLY,,,unavailable
YGGDRASH,,YEED,,,unavailable
NextDAO,,NAX,,,unavailable
Global Social Chain,,GSC,,,unavailable
Venus DAI,,vDAI,,,unavailable
Filecash,,FIC,,,unavailable
Litecoin Cash,litecoin-cash,LCC,1066754,USD,available
Infinitecoin,,IFC,,,unavailable
Litex,,LXT,,,unavailable
Swarm,swarm-network,SWM,1093951,USD,available
Apollon Limassol,,APL,,,unavailable
DEX,dex,DEX,1117863,USD,available
MIR COIN,,MIR,,,unavailable
Origo,,OGO,,,unavailable
Vidya,,VIDYA,,,unavailable
Earneo,,RNO,,,unavailable
42-coin,,42,,,unavailable
AXPR,axpr-token,AXPR,1071154,USD,available
Edge,,DADI,,,unavailable
Panda Yield,,BBOO,,,unavailable
PANTHEON X,,XPN,,,unavailable
ThreeFold,,TFT,,,unavailable
Datum,datum,DAT,1061497,USD,available
OTOCASH,,OTO,,,unavailable
Investcoin,investcoin,INVC,1129167,USD,available
Flashstake,,FLASH,,,unavailable
Lido DAO Token,,LDO,,,unavailable
Vexanium,vexanium,VEX,1097874,USD,available
Gourmet Galaxy,,GUM,,,unavailable
Hyve,,HYVE,,,unavailable
xRhodium,,XRC,,,unavailable
CryptoPing,cryptoping,PING,1071338,USD,available
Chi Gastoken,,CHI,,,unavailable
Indexed Finance,,NDX,,,unavailable
Thisoption,,TONS,,,unavailable
Open Governance Token,,OPEN,,,unavailable
Chonk,,CHONK,,,unavailable
Valobit,,VBIT,,,unavailable
Spiking,,SPIKE,,,unavailable
Jarvis Network,,JRT,,,unavailable
ILCOIN,,ILC,,,unavailable
DECOIN,decoin,DTEP,1155812,USD,available
XMON,,XMON,,,unavailable
Crown,crown,CRW,1070347,USD,available
UGAS,,UGAS,,,unavailable
MASQ,,MASQ,,,unavailable
Ether-1,,ETHO,,,unavailable
Acute Angle Cloud,acute-angle-cloud,AAC,1061698,USD,available
Netbox Coin,,NBX,,,unavailable
Scala,,XLA,,,unavailable
SaTT,,SATT,,,unavailable
ChatCoin,chatcoin,CHAT,1061727,USD,available
BitGreen,bitgreen,BITG,1094096,USD,available
WeOwn,,CHX,,,unavailable
eXPerience Chain,,XPC,,,unavailable
VeriDocGlobal,,VDG,,,unavailable
Hyprr (Howdoo),,UDOO,,,unavailable
AstroTools,,ASTRO,,,unavailable
TENT,,TENT,,,unavailable
YEE,yee,YEE,1066741,USD,available
Linker Coin,,LNC,,,unavailable
SoMee.Social,,ONG,,,unavailable
Lunes,,LUNES,,,unavailable
Pantos,,PAN,,,unavailable
Omni,omni,OMNI,1071187,USD,available
Pigeoncoin,,PGN,,,unavailable
Catex Token,,CATT,,,unavailable
SignatureChain,,SIGN,,,unavailable
Pizza,,PIZZA,,,unavailable
FedoraCoin,,TIPS,,,unavailable
bitCNY,,BITCNY,,,unavailable
Uptrennd,,1UP,,,unavailable
BlackCoin,blackcoin,BLK,1066677,USD,available
ToaCoin,toacoin,TOA,1071265,USD,available
NeoWorld Cash,,NASH,,,unavailable
Boosted Finance,,BOOST,,,unavailable
Pepemon Pepeballs,,PPBLZ,,,unavailable
EXRNchain,exrnchain,EXRN,1072166,USD,available
Pivot Token,,PVT,,,unavailable
KickToken,kick-token,KICK,1162412,USD,available
Gridcoin,gridcoin,GRC,1066679,USD,available
MenaPay,,MPAY,,,unavailable
Polis,,POLIS,,,unavailable
Footballcoin,,XFC,,,unavailable
Noku,,NOKU,,,unavailable
Graviocoin,,GIO,,,unavailable
Amon,,AMN,,,unavailable
Ideaology,,IDEA,,,unavailable
Block-Chain.com,,BC,,,unavailable
Qredit,,XQR,,,unavailable
Swace,,SWACE,,,unavailable
HollyGold,,HGOLD,,,unavailable
Beaxy,,BXY,,,unavailable
QunQun,qunqun,QUN,1066731,USD,available
1World,,1WO,,,unavailable
adbank,,ADB,,,unavailable
OKCash,okcash,OK,1070365,USD,available
CannabisCoin,cannabiscoin,CANN,1071314,USD,available
Phantasma Energy,,KCAL,,,unavailable
DAEX,daex,DAX,1093984,USD,available
Merculet,,MVP,,,unavailable
fyeth.finance,,YETH,,,unavailable
BiFi,,BIFI,,,unavailable
DMM: Governance,dmm-governance,DMG,1164177,USD,available
Cube,cube,AUTO,1094129,USD,available
DexKit,,KIT,,,unavailable
Golden Goose,,GOLD,,,unavailable
Rupiah Token,,IDRT,,,unavailable
Zero Utility Token,,ZUT,,,unavailable
Carbon,,CRBN,,,unavailable
Peerplays,,PPY,,,unavailable
Add.xyz,add-xyz,PLT,1164723,USD,available
CVCoin,,CVN,,,unavailable
Coin Artist,,COIN,,,unavailable
nDEX,,NDX,,,unavailable
Substratum,substratum,SUB,1167263,USD,available
Pinkcoin,pinkcoin,PINK,1066686,USD,available
Cryptaur,,CPT,,,unavailable
Alphacat,alphacat,ACAT,1075609,USD,available
CoTrader,cotrader,COT,1122342,USD,available
Blue Whale EXchange,,BWX,,,unavailable
BitCapitalVendor,bitcapitalvendor,BCV,1167170,USD,available
Open Predict Token,,OPT,,,unavailable
Qitmeer,,PMEER,,,unavailable
HOMIHELP,,HOMI,,,unavailable
DeepOnion,deeponion,ONION,1071239,USD,available
Thugs Finance,,THUGS,,,unavailable
Novacoin,novacoin,NVC,1168513,USD,available
BSCView,,BSCV,,,unavailable
Primecoin,primecoin,XPM,1066690,USD,available
Zoracles,,ZORA,,,unavailable
OneRoot Network,oneroot-network,RNT,1094004,USD,available
Energo,energo,TSL,1061512,USD,available
Xiotri,,XIOT,,,unavailable
KuboCoin,,KUBO,,,unavailable
NOW Token,,NOW,,,unavailable
MoonTools,,MOONS,,,unavailable
Medicalchain,medical-chain,MTN,1116056,USD,available
Rialto,rialto,XRL,1071217,USD,available
Club Atletico Independiente,,CAI,,,unavailable
VNT Chain,,VNT,,,unavailable
Tierion,tierion,TNT,1061511,USD,available
VeriCoin,vericoin,VRC,1070352,USD,available
VINchain,,VIN,,,unavailable
Small Love Potion,,SLP,,,unavailable
Folder Protocol,,FOL,,,unavailable
Digix Gold Token,,DGX,,,unavailable
BitcoinZ,bitcoinz,BTCZ,1064287,USD,available
Enigma,enigma,ENG,1061793,USD,available
Libertas Token,,LIBERTAS,,,unavailable
BIZZCOIN,,BIZZ,,,unavailable
2key.network,,2KEY,,,unavailable
Asian Fintech,,AFIN,,,unavailable
CoinPoker,,CHP,,,unavailable
Snetwork,,SNET,,,unavailable
Trade Token X,,TIOX,,,unavailable
CHADS VC,,CHADS,,,unavailable
Hyperion,,HYN,,,unavailable
EchoLink,,EKO,,,unavailable
Zebi Token,,ZEBI,,,unavailable
MyWish,mywish,WISH,1071354,USD,available
Kebab Token,,KEBAB,,,unavailable
Couchain,,COU,,,unavailable
Blackmoon,blackmoon,BMC,1061534,USD,available
Wownero,,WOW,,,unavailable
BillionHappiness,,BHC,,,unavailable
Azbit,,AZ,,,unavailable
Patientory,patientory,PTOY,1061820,USD,available
ALLY,,ALY,,,unavailable
Breezecoin,breezecoin,BRZE,1122720,USD,available
Iconic Token,,ICNQ,,,unavailable
REPO,,REPO,,,unavailable
xBTC,,xBTC,,,unavailable
LuckChain,luckchain,BASH,1071364,USD,available
JUIICE,,JUI,,,unavailable
Quark,quark,QRK,1071344,USD,available
Apex,,CPX,,,unavailable
Pascal,pascal,PASC,1071209,USD,available
Minereum,,MNE,,,unavailable
Modern Investment Coin,,MODIC,,,unavailable
Machi X,,MCX,,,unavailable
NFTLootBox,,LOOT,,,unavailable
HEROcoin,,PLAY,,,unavailable
Cajutel,,CAJ,,,unavailable
hybrix,,HY,,,unavailable
Playgroundz,,IOG,,,unavailable
BackPacker Coin,,BPC,,,unavailable
Themis,,GET,,,unavailable
EZOOW,,EZW,,,unavailable
XcelToken Plus,,XLAB,,,unavailable
Plair,plair-life,PLA,1153671,USD,available
Curecoin,curecoin,CURE,1071249,USD,available
MobileGo,mobilego,MGO,1061817,USD,available
Nexty,,NTY,,,unavailable
Nuco.cloud,,NCDT,,,unavailable
VeriSafe,,VSF,,,unavailable
Mallcoin,,MLC,,,unavailable
DeFinition,,DZI,,,unavailable
Cubiex,,CBIX,,,unavailable
EXMO Coin,,EXM,,,unavailable
VIG,,VIG,,,unavailable
Denarius,denarius-d,D,1070602,USD,available
CACHE Gold,,CGT,,,unavailable
Dimecoin,dimecoin,DIME,1060372,USD,available
Experty,,EXY,,,unavailable
IHT Real Estate Protocol,iht-real-estate-protocol,IHT,1093935,USD,available
ODUWA,,OWC,,,unavailable
HYCON,,HYC,,,unavailable
CommerceBlock,commerceblock,CBT,1072121,USD,available
YVS.Finance,,YVS,,,unavailable
Sumokoin,,SUMO,,,unavailable
PirateCash,,PIRATE,,,unavailable
NuBits,nubits,USNBT,1071450,USD,available
Heart Number,,HTN,,,unavailable
Expanse,expanse,EXP,1071208,USD,available
EOSDT,,EOSDT,,,unavailable
HashNet BitEco,,HNB,,,unavailable
Bittwatt,,BWT,,,unavailable
Eternity,eternity,ENT,1155043,USD,available
Ditto,,DITTO,,,unavailable
BOX Token,,BOX,,,unavailable
AIDUS TOKEN,,AIDUS,,,unavailable
AI Doctor,aidoc,AIDOC,1153432,USD,available
WinStars.live,,WNL,,,unavailable
Mushroom,,MUSH,,,unavailable
Bitcoin Confidential,,BC,,,unavailable
FYDcoin,,FYD,,,unavailable
Base Protocol,,BASE,,,unavailable
ECOSC,,ECU,,,unavailable
HempCoin,hempcoin,THC,1071195,USD,available
Upfiring,,UFR,,,unavailable
HiCoin,hicoin,XHI,1071414,USD,available
Vetri,,VLD,,,unavailable
Rapidz,,RPZX,,,unavailable
CEEK VR,ceek-vr,CEEK,1088165,USD,available
Honest,,HNST,,,unavailable
BarterTrade,,BART,,,unavailable
IPChain,,IPC,,,unavailable
Tokoin,,TOKO,,,unavailable
AICHAIN,,AIT,,,unavailable
x42 Protocol,,X42,,,unavailable
Rotharium,,RTH,,,unavailable
Xfinance,,XFI,,,unavailable
4THPILLAR TECHNOLOGIES,,FOUR,,,unavailable
ZClassic,zclassic,ZCL,1066691,USD,available
TransferCoin,transfercoin,TX,1070394,USD,available
LINKA,,LINKA,,,unavailable
FortKnoxster,,FKX,,,unavailable
Rapids,,RPD,,,unavailable
GHOSTPRISM,,GHOST,,,unavailable
LUXCoin,luxcoin,LUX,1070527,USD,available
Rise,rise,RISE,1071178,USD,available
Tadpole Finance,,TAD,,,unavailable
Spaceswap,,MILK2,,,unavailable
Halo Platform,,HALO,,,unavailable
Coinlancer,,CL,,,unavailable
