name,tag,symbol,id,currency,status
BananoDOS,,yBAN,,,unavailable
Basiscoin Cash,,BCC,,,unavailable
BitCherry,,BCHC,,,unavailable
Bitcicoin,,BITCI,,,unavailable
Bitcurate,,BTCR,,,unavailable
BlackFisk,,BLFI,,,unavailable
BNS Token,bns-token,BNS,1164719,USD,available
BonezYard,,BNZ,,,unavailable
BSB Token,,BSBT,,,unavailable
BSC TOOLS,,TOOLS,,,unavailable
CanYaCoin,canyacoin,CAN,1071956,USD,available
Carnomaly,,CARR,,,unavailable
CELEBPLUS,,CELEB,,,unavailable
City Coin,,CITY,,,unavailable
CloudCoin,,CCE,,,unavailable
COIN,,$COIN,,,unavailable
Colletrix,,CIPX,,,unavailable
COMSA [ETH],comsa-eth,CMS,1071783,USD,available
CoralFarm,,CRL,,,unavailable
COST COIN+,,AKM,,,unavailable
CryptoBet,,CBET,,,unavailable
CryptoKek,,KEK,,,unavailable
CURE Farm,,CURE,,,unavailable
Cybercoin,,CBR,,,unavailable
Cybereits,,CRE,,,unavailable
Daikicoin,,DIC,,,unavailable
DAPPCENTS,,DPC,,,unavailable
Dark.Build,,DARK,,,unavailable
Dash Cash,,DSC,,,unavailable
DeFi Gold,,DFGL,,,unavailable
Definitex,,DFX,,,unavailable
DGPayment,,DGP,,,unavailable
DigiDinar,,DDR,,,unavailable
DOCH COIN,,DCH,,,unavailable
DogeYield,,DOGY,,,unavailable
DoYourTip,,DYT,,,unavailable
Dragonbit,,DRGB,,,unavailable
Earn Defi Coin,,EDC,,,unavailable
Easticoin,,ESTI,,,unavailable
EcoDollar,,ECOS,,,unavailable
EcoG9coin,,EGC,,,unavailable
EduMetrix Coin,,EMC,,,unavailable
EmberCoin,,EMB,,,unavailable
En-Tan-Mo,,ETM,,,unavailable
EncrypGen,encrypgen,DNA,1071247,USD,available
Essek Tov,,ETO,,,unavailable
ETHA Lend,,ETHA,,,unavailable
EtherBone,,ETHBN,,,unavailable
Exen Coin,,EXEN,,,unavailable
FEB Token,,FEB,,,unavailable
FEX Token,,FEX,,,unavailable
FlashSwap,,FSP,,,unavailable
Flush LoL,,PAPER,,,unavailable
Foresight,,FORS,,,unavailable
FOX Token,,FOX,,,unavailable
Fromm Car,,FCR,,,unavailable
FunKeyPay,,FNK,,,unavailable
FXT Token,,FXT,,,unavailable
Gera Coin,,GERA,,,unavailable
Goldblock,,GBK,,,unavailable
GOT Token,,GOT,,,unavailable
GrafSound,,GSMT,,,unavailable
Gric Coin,,GC,,,unavailable
HAPY Coin,,HAPY,,,unavailable
Hatch DAO,,HATCH,,,unavailable
HebeBlock,,HEBE,,,unavailable
HGH Token,,HGH,,,unavailable
Hintchain,,HINT,,,unavailable
HoldToWin,,7ADD,,,unavailable
Hoo Token,,HOO,,,unavailable
Hyper Pay,,HPY,,,unavailable
IDL Token,,IDL,,,unavailable
intexcoin,,INTX,,,unavailable
ISTARDUST,,ISDT,,,unavailable
Justdobet,,JDB,,,unavailable
Karma DAO,,KARMA,,,unavailable
KashhCoin,kashhcoin,KASHH,1071951,USD,available
Kids Cash,,KASH,,,unavailable
KingMoney,,KIM,,,unavailable
Kratscoin,,KTC,,,unavailable
Krosscoin,,KSS,,,unavailable
Lambo Coin,lambocoin,LAMBO,1075603,USD,available
Latamcash,,LMCH,,,unavailable
LemoChain,,LEMO,,,unavailable
Lightning,,LIGHT,,,unavailable
LimitSwap,,LIMIT,,,unavailable
LinkBased,,LBD,,,unavailable
LinkToken,,LTK,,,unavailable
LIQUID,,LIQUID,,,unavailable
Loanburst,,Lburst,,,unavailable
LONG COIN,,LONG,,,unavailable
Love Coin,,LOVE,,,unavailable
LUXOCHAIN,,LUXO,,,unavailable
McNetworkDefi,,MCN,,,unavailable
MeconCash,,MCH,,,unavailable
MEME CASH,,MCH,,,unavailable
MGC Token,,MGC,,,unavailable
MIKS COIN,,MIKS,,,unavailable
MileVerse,,MVC,,,unavailable
Minty Art,,MINTY,,,unavailable
MITH Cash,,MIC,,,unavailable
MOCHISWAP,,MOCHI,,,unavailable
MoneySwap,,MSWAP,,,unavailable
Moozicore,,MZG,,,unavailable
Multicoin,,MTCN,,,unavailable
MyTVchain,,MYTV,,,unavailable
NewsToken,,NEWOS,,,unavailable
Newtonium,,NEWTON,,,unavailable
Niubi Swap,,NIU,,,unavailable
NNB Token,,NNB,,,unavailable
NOIZ,,NOIZ,,,unavailable
Nokencoin,,NOKN,,,unavailable
OASISBloc,,OSB,,,unavailable
OKExChain,,OKT,,,unavailable
One Share,,ONS,,,unavailable
Oracolxor,,XOR,,,unavailable
Orbicular,,ORBI,,,unavailable
ORS Group,,ORS,,,unavailable
PalletOne,,PTN,,,unavailable
Panda Dao,,PDAO,,,unavailable
PayAccept,,PAYT,,,unavailable
PBS Chain,,PBS,,,unavailable
Petrachor,,PTA,,,unavailable
PizzaSwap,,PIZZA,,,unavailable
Pofid Dao,,PFID,,,unavailable
Polkazeck,,ZCK,,,unavailable
PoolStake,,PSK,,,unavailable
Potentiam,,PTM,,,unavailable
PowerBalt,,PWRB,,,unavailable
PRCY Coin,,PRCY,,,unavailable
Prime DAI,,pDAI,,,unavailable
ProperSix,,PSIX,,,unavailable
QUSD,,QUSD,,,unavailable
Quantbook,,QTBK,,,unavailable
QuickSwap,,QUICK,,,unavailable
RamenSwap,,RAMEN,,,unavailable
Rare Pepe,,RPEPE,,,unavailable
ReapChain,,REAP,,,unavailable
RoboCalls,,RC20,,,unavailable
Roxe Cash,,ROC,,,unavailable
RoyalCoin,royalcoin,ROYAL,1071921,USD,available
Rug Proof,,RPT,,,unavailable
RYI Unity,,RYIU,,,unavailable
Safe Star,,SAFESTAR,,,unavailable
SappChain,,SAPP,,,unavailable
Sav3Token,,SAV3,,,unavailable
SaveToken,,SAVE,,,unavailable
Securypto,,SCU,,,unavailable
Semitoken,,SEMI,,,unavailable
Shadetech,,SHD,,,unavailable
ShellCoin,shellcoin,SHELL,1071935,USD,available
SHIBA INU,,SHIB,,,unavailable
Shill & Win,,PoSH,,,unavailable
SKINCHAIN,,SKC,,,unavailable
Soda Coin,,SOC,,,unavailable
Sparkster,,SPRK,,,unavailable
SpiderDAO,,SPDR,,,unavailable
stakedXEM,,STXEM,,,unavailable
SuperEdge,,ECT,,,unavailable
Swapfolio,,SWFL,,,unavailable
SwapToken,swaptoken,TOKEN,1061787,USD,available
Tapmydata,,TAP,,,unavailable
TecraCoin,,TCR,,,unavailable
Terra SDT,,SDT,,,unavailable
The Forms,,FRMS,,,unavailable
ThoreNext,thorenext,THX,1097784,USD,available
TKN Token,,TKNT,,,unavailable
TokenSwap,,TOP,,,unavailable
Trade.win,,TWI,,,unavailable
Tradeplus,,TDPS,,,unavailable
UltrAlpha,,UAT,,,unavailable
UME Token,,UME,,,unavailable
UniDexGas,,UNDG,,,unavailable
UniDollar,,UNIUSD,,,unavailable
UniWhales,,UWL,,,unavailable
Vanywhere,,VANY,,,unavailable
Vectorium,,VECT,,,unavailable
VENJOCOIN,,VJC,,,unavailable
Venus XRP,,vXRP,,,unavailable
VeriBlock,,VBK,,,unavailable
VersoView,,VVT,,,unavailable
WaterDrop,,WDP,,,unavailable
WhaleRoom,,WHL,,,unavailable
Wifi Coin,,WIFI,,,unavailable
Wish Coin,,WIS,,,unavailable
Xenon,,XEN,,,unavailable
Xenoverse,,XENO,,,unavailable
XTRM COIN,,XTRM,,,unavailable
YFBitcoin,,YFBTC,,,unavailable
YFE Money,,YFE,,,unavailable
YFII Gold,,YFIIG,,,unavailable
YieldNyan,,NYAN,,,unavailable
YUI Token,,YUI,,,unavailable
Yup,,YUP,,,unavailable
ZenSports,,SPORTS,,,unavailable
ZUM TOKEN,,ZUM,,,unavailable
Aave Enjin,,aENJ,,,unavailable
ABCC Token,,AT,,,unavailable
AI Network,,AIN,,,unavailable
APY Vision,,VISION,,,unavailable
ASSY Index,,ASSY,,,unavailable
Auroracoin,auroracoin,AUR,1071253,USD,available
Authorship,authorship,ATS,1072149,USD,available
AvatarCoin,avatarcoin,AV,1071934,USD,available
B21 Invest,,B21,,,unavailable
Baer Chain,,BRC,,,unavailable
Beacon ETH,,BETH,,,unavailable
Betherchip,,BEC,,,unavailable
Bincentive,,BCNT,,,unavailable
Bitcashpay,,BCP,,,unavailable
Bitcoffeen,,BFF,,,unavailable
BitcoinSoV,,BSOV,,,unavailable
BitherCash,,BICAS,,,unavailable
BKEX Token,,BKK,,,unavailable
Blaze DeFi,,BNFI,,,unavailable
BlazerCoin,blazercoin,BLAZR,1071897,USD,available
Blockcloud,,BLOC,,,unavailable
BLOCKCLOUT,,CLOUT,,,unavailable
BlockNoteX,,BNOX,,,unavailable
BlockStamp,blockstamp,BST,1153672,USD,available
Boltt Coin ,,BOLTT,,,unavailable
BSCstarter,,START,,,unavailable
BT.Finance,,BT,,,unavailable
CENTERCOIN,,CENT,,,unavailable
Charg Coin,,CHG,,,unavailable
CheeseSwap,,CHS,,,unavailable
Chess Coin,,CHESS,,,unavailable
Chintai,,CHEX,,,unavailable
CircleSwap,,CIR,,,unavailable
CNY Tether,,CNYT,,,unavailable
CoffeeSwap,,COFE,,,unavailable
ColossusXT,colossusxt,COLX,1071490,USD,available
Consentium,,CSM,,,unavailable
Contribute,,TRIB,,,unavailable
Coral Swap,,CORAL,,,unavailable
Cream ETH 2,,CRETH2,,,unavailable
Crex Token,,CREX,,,unavailable
CryptoBank,,CBANK,,,unavailable
CY Finance,,CYF,,,unavailable
Dapp Token,,DAPPT,,,unavailable
DeFi Omega,,DFIO,,,unavailable
DefiDollar,,DUSD,,,unavailable
DEVA TOKEN,,DEVA,,,unavailable
DOOS TOKEN,,DOOS,,,unavailable
Elite Swap,,ELT,,,unavailable
Equilibria,,XEQ,,,unavailable
Esportbits,,HLT,,,unavailable
EsportsPro,,ESPRO,,,unavailable
FirstBlood,firstblood,1ST,1163317,USD,available
Fiscus.fyi,,FFYI,,,unavailable
Flash Token,flashtoken,FTOKEN,1073901,USD,available
FNK wallet,,FNK,,,unavailable
FolgoryUSD,,USDF,,,unavailable
Fonziecoin,fonziecoin,FONZ,1071859,USD,available
Freeliquid,,FL,,,unavailable
FRMx Token,,FRMX,,,unavailable
FuturoCoin,futurocoin,FTO,1066748,USD,available
Game Stars,,GST,,,unavailable
GermanCoin,,GCX,,,unavailable
Gire Token,,GET,,,unavailable
GIVLY Coin,,GIV,,,unavailable
GM Holding,,GM,,,unavailable
GoalTime N,,GTX,,,unavailable
GOD KIMCHI,,gKIMCHI,,,unavailable
Grumpy Cat,,GRUMPY,,,unavailable
GSENetwork,,GSE,,,unavailable
Global Utility Smart Digital Token,,GUSDT,,,unavailable
HBTC Captain Token,,HBC,,,unavailable
HyruleSwap,,RUPEE,,,unavailable
IDCM Token,,IT,,,unavailable
Interfinex,,IFEX,,,unavailable
iOWN Token,,iOWN,,,unavailable
ITAM Games,,ITAM,,,unavailable
Jubi Token,,JT,,,unavailable
junca Cash,,JCC,,,unavailable
KingXChain,,KXC,,,unavailable
KONJUNGATE,,KONJ,,,unavailable
Kublaicoin,,KUB,,,unavailable
KYSC Token,,KYSC,,,unavailable
Launchpool,,LPOOL,,,unavailable
LegalBlock,,LBK,,,unavailable
LoveHearts,,LVH,,,unavailable
MangoChain,,MGP,,,unavailable
Marblecoin,,MBC,,,unavailable
Marginswap,,MFI,,,unavailable
MilliMeter,,MM,,,unavailable
MobileCoin,,MOB,,,unavailable
Moon Juice,,JUICE,,,unavailable
Naruto BSC,,NARUTO2,,,unavailable
Neeva Defi,,NVA,,,unavailable
NEOBITCOIN,,NBTC,,,unavailable
NFTL Token,,NFTL,,,unavailable
OceanChain,,OC,,,unavailable
OFIN Token,,ON,,,unavailable
PegsShares,,PEGS,,,unavailable
PieDAO BTC++,,BTC++,,,unavailable
Pixie Coin,,PXC,,,unavailable
Play Royal,,PLAY,,,unavailable
PocketNode,,NODE,,,unavailable
Polka City,,POLC,,,unavailable
Polkacover,,CVR,,,unavailable
PrismChain,prismchain,PRM,1071927,USD,available
Punk Basic,,PUNK-BAS,,,unavailable
QChi Chain,,QHC,,,unavailable
Quasarcoin,,QAC,,,unavailable
Quish Coin,,QTV,,,unavailable
RabbitCoin,rabbitcoin,RBBT,1072118,USD,available
Rank Token,,RANK,,,unavailable
Resistance,,RES,,,unavailable
Rich Maker,,RICH,,,unavailable
RIFT Token,,RIFT,,,unavailable
Rivermount,,RM,,,unavailable
Rizen Coin,,RZN,,,unavailable
SalmonSwap,,SAL,,,unavailable
Sesameseed,,SEED,,,unavailable
ShineChain,,SHE,,,unavailable
ShuttleOne,,wSZO,,,unavailable
Sierracoin,,SIERRA,,,unavailable
Skillchain,,SKI,,,unavailable
SocialGood,,SG,,,unavailable
SpankChain,spankchain,SPANK,1071186,USD,available
SportsCoin,sportscoin,SPORT,1071950,USD,available
stakedFIRO,,stFIRO,,,unavailable
StockChain,,SCC,,,unavailable
Sugarchain,,SUGAR,,,unavailable
Tamy Token,,TMT,,,unavailable
Tavittcoin,,TAVITT,,,unavailable
TokenAsset,,NTB,,,unavailable
TokenBacon,,BAK,,,unavailable
Trendering,,TRND,,,unavailable
TrickyCoin,trickycoin,TRICK,1071941,USD,available
Tronx Coin,,TRONX,,,unavailable
TUNE TOKEN,,TUNE,,,unavailable
UNIFI DeFi,,UNIFI,,,unavailable
Unique One,,RARE,,,unavailable
Unobtanium,,UNO,,,unavailable
Upper Euro,,EURU,,,unavailable
ValueChain,,VLC,,,unavailable
VELO Token,,VLO,,,unavailable
Venus BETH,,VBETH,,,unavailable
ViteX Coin,,VX,,,unavailable
WEBN token,,WEBN,,,unavailable
WELL,,WELL,,,unavailable
WHEN Token,,WHEN,,,unavailable
Wiki Token,,WIKI,,,unavailable
X Infinity,,XIF,,,unavailable
xDAI,,xDAI,,,unavailable
Xeno Token,,XNO,,,unavailable
XPToken.io,,XPT,,,unavailable
Yakuza DFO,,YKZ,,,unavailable
YeaFinance,,YEA,,,unavailable
Yearn Land,,YLAND,,,unavailable
YFI3.money,,YFI3,,,unavailable
YFISCURITY,,YFIS,,,unavailable
YFMoonBeam,,YFMB,,,unavailable
YFMoonshot,,YFMS,,,unavailable
YottaChain,,YTA,,,unavailable
7up Finance,,7UP,,,unavailable
A2A,,A2A,,,unavailable
AllWin DeFi,,ALLWIN,,,unavailable
Alpaca City,,ALPA,,,unavailable
Anime Token,,ANI,,,unavailable
Arro Social,,ARRO,,,unavailable
ASI.finance,,BASI,,,unavailable
Atlas Token,,ATLS,,,unavailable
B26 Finance,,B26,,,unavailable
BambooDeFi,,BAMBOO,,,unavailable
Based Money,,$BASED,,,unavailable
Basis Share,,BAS,,,unavailable
Bgogo Token,,BGG,,,unavailable
BigdataCash,,BDCASH,,,unavailable
Binance KRW,,BKRW,,,unavailable
Binance VND,,BVND,,,unavailable
Bitcoin God,bitcoin-god,GOD,1066718,USD,available
BitcoinVend,,BCVT,,,unavailable
BITFXT COIN,,BXT,,,unavailable
BitUP Token,,BUT,,,unavailable
BlackDragon,,BDT,,,unavailable
BLOCKIDCOIN,,BID,,,unavailable
Blue Baikal,,BBC,,,unavailable
Multiplier,,BMXX,,,unavailable
Bonkey dAPP,,BNKY,,,unavailable
Candela Coin,,CLA,,,unavailable
CashBackPro,,CBP,,,unavailable
Chain Games,,CHAIN,,,unavailable
CITEX Token,,CTT,,,unavailable
Clever DeFi,,CLVA,,,unavailable
ClinTex CTi,,CTI,,,unavailable
Codeo Token,,CODEO,,,unavailable
CoinEx Token,coinextoken,CET,1089286,USD,available
Coinwaycoin,,CAN,,,unavailable
Compound 0x,,CZRX,,,unavailable
Counos Coin,,CCA,,,unavailable
CRYPTOBUCKS,,CBUCKS,,,unavailable
CryptoWater,,C2O,,,unavailable
Cub Finance,,CUB,,,unavailable
CXN Network,,CXN,,,unavailable
D Community,,DILI,,,unavailable
DAOventures,,DVG,,,unavailable
Dcoin Token,,DT,,,unavailable
DeFi Wizard,,DWZ,,,unavailable
DeFiStarter,,DFST,,,unavailable
DEGEN Index,,DEGEN,,,unavailable
DEONEX COIN,,DON,,,unavailable
dForce USDx,,USDX,,,unavailable
Dinastycoin,dinastycoin,DCY,1071592,USD,available
DogDeFiCoin,,DOGDEFI,,,unavailable
Dragon Ball,,DRAGON,,,unavailable
EFT.finance,,EFT,,,unavailable
Eight Hours,,EHRT,,,unavailable
Electronero,,ETNX,,,unavailable
Entherfound,,ETF,,,unavailable
ETG Finance,,ETGF,,,unavailable
FANBI TOKEN,,FBT,,,unavailable
Farming Bad,,METH,,,unavailable
FRED Energy,,FRED,,,unavailable
Future1coin,,F1C,,,unavailable
Giftedhands,,GHD,,,unavailable
Grain,,GRAIN,,,unavailable
Hey Bitcoin,,HYBN,,,unavailable
Hive Dollar,,HBD,,,unavailable
Hiz Finance,,HIZ,,,unavailable
HLand Token,,HLAND,,,unavailable
HondaisCoin,,HNDC,,,unavailable
Honey,,HNY,,,unavailable
Index Chain,,IDX,,,unavailable
IOOX System,,IOOX,,,unavailable
IYF.finance,,IYF,,,unavailable
Jinbi Token,,JNB,,,unavailable
Khipu Token,,KIP,,,unavailable
Kryptofranc,,KYF,,,unavailable
Lapis Chain,,LPS,,,unavailable
Litecoin SV,,LSV,,,unavailable
Lottonation,,LNT,,,unavailable
MacaronSwap,,MCRN,,,unavailable
Mandi Token,,MANDI,,,unavailable
Medicalveda,,MVEDA,,,unavailable
Metrix Coin,,MRX,,,unavailable
MONEY PARTY,,PARTY,,,unavailable
MoonDayPlus,,MD+,,,unavailable
mStable BTC,,MBTC,,,unavailable
MTI Finance,,MTI,,,unavailable
MYX Network,,MYX,,,unavailable
Narwhalswap,,NAR,,,unavailable
Newsolution,,NST,,,unavailable
NewYorkCoin,newyorkcoin,NYC,1060400,USD,available
NoLimitCoin,nolimitcoin,NLC2,1071168,USD,available
OC Protocol,,OCP,,,unavailable
OnX Finance,,ONX,,,unavailable
ORBYT Token,,ORBYT,,,unavailable
Oxbull.tech,,OXB,,,unavailable
PayProtocol,,PCI,,,unavailable
Pig Finance,,PIG,,,unavailable
PlayAndLike,,PAL,,,unavailable
Pledge Coin,,PLG,,,unavailable
PlusOneCoin,,PLUS1,,,unavailable
Pollux Coin,,POX,,,unavailable
PROUD Money,,PROUD,,,unavailable
pTokens BTC,,PBTC,,,unavailable
Pub Finance,,PINT,,,unavailable
Rowan Token,,RWN,,,unavailable
Secure Cash,,SCSX,,,unavailable
SimpleChain,,SIMPLE,,,unavailable
Social Send,,SEND,,,unavailable
SpokLottery,,SPKL,,,unavailable
SSS Finance,,SSS,,,unavailable
Stand Share,,SAS,,,unavailable
SuperSkynet,,SSN,,,unavailable
Tcoin,,TCO,,,unavailable
Tessla Coin,,TSLA,,,unavailable
Tether Gold,,XAUT,,,unavailable
TheOvOrideA,,OVOA,,,unavailable
TokenPocket,,TPT,,,unavailable
TOM Finance,,TOM,,,unavailable
TON Crystal,,TON,,,unavailable
Tradebitpay,,TBP,,,unavailable
TRONbetDice,,DICE,,,unavailable
TRONbetLive,,LIVE,,,unavailable
TRONCLASSIC,,TRXC,,,unavailable
UBU Finance,,UBU,,,unavailable
Ultra Clear,,UCR,,,unavailable
Upper Pound,,GBPU,,,unavailable
V-Dimension,v-dimension,VOLLAR,1137392,USD,available
Viking Swap,,VIKING,,,unavailable
VinDax Coin,,VD,,,unavailable
Wealthlocks,,WLT,,,unavailable
WeSing Coin,,WSC,,,unavailable
World Token,,WORLD,,,unavailable
Wrapped LEO,,WLEO,,,unavailable
Wrapped WAN,,WWAN,,,unavailable
Wrapped ZEC,,WZEC,,,unavailable
XT.com Token,,XT,,,unavailable
XUSD Stable,,XUSD,,,unavailable
YFA Finance,,YFA,,,unavailable
YFED.Finance,,YFED,,,unavailable
YFIBusiness,,YFIB,,,unavailable
Yobit Token,,YO,,,unavailable
ZAC Finance,,ZAC,,,unavailable
ZCore Token,,ZCRT,,,unavailable
AmazonasCoin,,AMZ,,,unavailable
Basis Dollar,,BSD,,,unavailable
BFis.Finance,,BFI,,,unavailable
BigBang Core,,BBC,,,unavailable
Bilaxy Token,,BIA,,,unavailable
Bitcloud Pro,,BPRO,,,unavailable
Bitcoin File,,BIFI,,,unavailable
Bitcoin True,,BTCT,,,unavailable
BITCOINHEDGE,,BTCHG,,,unavailable
Blank Wallet,,BLANK,,,unavailable
Bloody Token,,BLOODY,,,unavailable
BNSD Finance,,BNSD,,,unavailable
Buccaneer V2,,BUCC,,,unavailable
ChainZ Arena,,SOUL,,,unavailable
ChallengeDac,,CHL,,,unavailable
Cherry Token,,YT,,,unavailable
Cofinex Coin,,CNX,,,unavailable
CoinHe Token,,CHT,,,unavailable
Coinzo Token,,CNZ,,,unavailable
Compound Dai,,CDAI,,,unavailable
Compound SAI,,CSAI,,,unavailable
CORD.Finance,,CORD,,,unavailable
Counterparty,counterparty,XCP,1066660,USD,available
Crow Finance,,CROW,,,unavailable
Cryptochrome,,CHM,,,unavailable
Cycling Coin,cycling-coin,CYC,1071930,USD,available
DeepCloud AI,,DEEP,,,unavailable
DeFi Firefly,,DFF,,,unavailable
DeltaCredits,deltacredits,DCRE,1071938,USD,available
DEUS Finance,,DEUS,,,unavailable
DigiMax DGMT,,DGMT,,,unavailable
Digital Rand,,DZAR,,,unavailable
DoDreamChain,,DRM,,,unavailable
Dora Factory,,DORA,,,unavailable
Dragon Token,,DT,,,unavailable
DRC mobility,,DRC,,,unavailable
Dune Network,,DUN,,,unavailable
e-Money,,NGM,,,unavailable
Eternal Cash,,EC,,,unavailable
EXRT Network,,EXRT,,,unavailable
Fashion Coin,,FSHN,,,unavailable
Fission Cash,,FCX,,,unavailable
FlashX Ultra,,FSXU,,,unavailable
Glox Finance,,GLOX,,,unavailable
GOGO.finance,,GOGO,,,unavailable
Golden Token,,GOLD,,,unavailable
GorillaYield,,YAPE,,,unavailable
Governor DAO,,GDAO,,,unavailable
Haze Finance,,HAZE,,,unavailable
Healing Plus,,HP,,,unavailable
HelixNetwork,,MHLX,,,unavailable
hodlearn,,HODL,,,unavailable
Hoge Finance,,HOGE,,,unavailable
Joys Digital,,JOYS,,,unavailable
JUST NETWORK,,JUS,,,unavailable
Kauri,,KAU,,,unavailable
KING OF DEFI,,KODX,,,unavailable
Kiwi Finance,,KIWI,,,unavailable
Klondike BTC,,KBTC,,,unavailable
Koloop Basic,,KPC,,,unavailable
KP2R.Network,,KP2R,,,unavailable
LifetionCoin,,LTP,,,unavailable
LOA Protocol,,LOA,,,unavailable
Load Network,,LOAD,,,unavailable
Loon Network,,LOON,,,unavailable
Lux Bio Cell,,LBXC,,,unavailable
MACH Project,,MACH,,,unavailable
Maki Finance,,MAKI,,,unavailable
Mars Network,,MARS,,,unavailable
Medican Coin,,MCAN,,,unavailable
Meter Stable,,MTR,,,unavailable
Midas Dollar,,MDO,,,unavailable
Movement DAO,,MVT,,,unavailable
N3RD Finance,,N3RDz,,,unavailable
Nyan Finance,,NYAN,,,unavailable
Obitan Chain,,OBTC,,,unavailable
Ontology Gas,,ONG,,,unavailable
OOOBTC TOKEN,,OBX,,,unavailable
Option Token,,OT,,,unavailable
Oracle Top 5 Tokens Index,,ORCL5,,,unavailable
OTCBTC Token,,OTB,,,unavailable
PAID Network,,PAID,,,unavailable
PancakeBunny,,BUNNY,,,unavailable
Parsiq Boost,,PRQBOOST,,,unavailable
PicaArtMoney,,PICA,,,unavailable
PiSwap Token,,PIS,,,unavailable
PoolTogether,,POOL,,,unavailable
PrimeFinance,,PFI,,,unavailable
ProBit Token,,PROB,,,unavailable
Quam Network,,QUAM,,,unavailable
r3fi.finance,,R3FI,,,unavailable
Rake Finance,,RAK,,,unavailable
Ripple Alpha,,XLA,,,unavailable
Rocket Bunny,,BUNNY,,,unavailable
RYI Platinum,,RYIP,,,unavailable
SCC DIGforIT,,SCC,,,unavailable
Secret (ERC20),,WSCRT,,,unavailable
Soju Finance,,SOJU,,,unavailable
Solomon Defi,,SLM,,,unavailable
SorachanCoin,,SORA,,,unavailable
Sovi Finance,,SOVI,,,unavailable
Space Dollar,,SPAD,,,unavailable
STABLE ASSET,,STA,,,unavailable
Stellar Gold,,XLMG,,,unavailable
Student Coin,,STC,,,unavailable
SWAG Finance,,SWAG,,,unavailable
Taco Finance,,TACO,,,unavailable
Talent Token,,TTX,,,unavailable
Ternio-ERC20,,TERN,,,unavailable
The Gemstone,,GST,,,unavailable
TICOEX Token,,TICO,,,unavailable
Tigerfinance,,TIGER,,,unavailable
Touch Social,,TST,,,unavailable
Tutor's Diary,,TUDA,,,unavailable
Typhoon Cash,,PHOON,,,unavailable
UBIX.Network,,UBX,,,unavailable
UNII Finance,,UNII,,,unavailable
Unique Photo,,FOTO,,,unavailable
United Token,,UTED,,,unavailable
Upper Dollar,,USDU,,,unavailable
UTU Protocol,,UTU,,,unavailable
Versess Coin,,VERS,,,unavailable
VKF Platform,,VKF,,,unavailable
Warp Finance,,WARP,,,unavailable
Web Coin Pay,,WEC,,,unavailable
Wisdom Chain,,WDC,,,unavailable
Wrapped BIND,,WBIND,,,unavailable
Wrapped Celo,,WCELO,,,unavailable
Xdef Finance,,XDEF2,,,unavailable
Xion Finance,,XGT,,,unavailable
Yeld Finance,,YELD,,,unavailable
yffi finance,,YFFI,,,unavailable
YFIX Finance,,YFIX,,,unavailable
YFOS.finance,,YFOS,,,unavailable
YFOX FINANCE,,YFOX,,,unavailable
Ymen.Finance,,YMEN,,,unavailable
YouLive Coin,,UC,,,unavailable
zLOT Finance,,ZLOT,,,unavailable
AntiscamToken,,AST,,,unavailable
Apple Finance,,APLP,,,unavailable
Apple Network,,ANK,,,unavailable
Auric Network,,AUSCM,,,unavailable
Axia Protocol,,AXIA,,,unavailable
B ONE PAYMENT,,B1P,,,unavailable
bDollar Share,,SBDO,,,unavailable
Birthday Cake,,BDAY,,,unavailable
Bit Financial,,BFC,,,unavailable
Bitcoin Vault,bitcoin-vault,BTCV,1162538,USD,available
Bitsten Token,,BST,,,unavailable
Blaze Network,,BLZN,,,unavailable
Block Duelers NFT Battles,,BDT,,,unavailable
BUILD Finance,,BUILD,,,unavailable
Cenfura Token,,XCF,,,unavailable
Chad Link Set,,CHADLINK,,,unavailable
Coineal Token,,NEAL,,,unavailable
Compound USDT,,CUSDT,,,unavailable
Cross Finance,,CRP,,,unavailable
Crypto Heroes,,HEROES,,,unavailable
Custody Token,,CUST,,,unavailable
DAFI Protocol,,DAFI,,,unavailable
Daiquilibrium,,DAIQ,,,unavailable
Demeter Chain,,DMTC,,,unavailable
Documentchain,,DMS,,,unavailable
EMOGI Network,,LOL,,,unavailable
Energy Ledger,,ELX,,,unavailable
Ethereum Lite,ethereum-lite,ELITE,1071825,USD,available
EYES Protocol,,EYES,,,unavailable
FinexboxToken,,FNB,,,unavailable
Fire Protocol,,FIRE,,,unavailable
FUTUREXCRYPTO,,FXC,,,unavailable
Gains Farm v2,,GFARM2,,,unavailable
Galaxy Wallet,,GC,,,unavailable
Gas Token Two,,GST2,,,unavailable
Global Gaming,,GMNG,,,unavailable
HeartBout Pay,,HP,,,unavailable
Hubii Network,,HBT,,,unavailable
InflationCoin,inflationcoin,IFLT,1061862,USD,available
InvisibleCoin,invisiblecoin,IVZ,1071906,USD,available
Itchiro Games,,JEM,,,unavailable
KittenFinance,,KIF,,,unavailable
LeLeFoodChain,,LELE,,,unavailable
Lung Protocol,,L2P,,,unavailable
Mafia.Network,,MAFI,,,unavailable
Mango Finance,,MANGO,,,unavailable
MediconnectUk,,MEDI,,,unavailable
MetaWhale BTC,,MWBTC,,,unavailable
Mithril Share,,MIS,,,unavailable
MobilinkToken,,MOLK,,,unavailable
New BitShares,,NBS,,,unavailable
New Year Bull,,NYB,,,unavailable
Oracle System,,ORC,,,unavailable
