name,full_name,tag,id,base,base_name,second,second_name
TWD/LKR,TWD/LKR - Taiwan Dollar Sri Lankan Rupee,twd-lkr,10318,TWD,Taiwan Dollar,LKR,Sri Lankan Rupee
ZAR/LKR,ZAR/LKR - South African Rand Sri Lankan Rupee,zar-lkr,10423,ZAR,South African Rand,LKR,Sri Lankan Rupee
TWD/THB,TWD/THB - Taiwan Dollar Thai Baht,twd-thb,2081,TWD,Taiwan Dollar,THB,Thai Baht
THB/TWD,THB/TWD - Thai Baht Taiwan Dollar,thb-twd,2060,THB,Thai Baht,TWD,Taiwan Dollar
TWD/AED,TWD/AED - Taiwan Dollar UAE Dirham,twd-aed,10295,TWD,Taiwan Dollar,AED,UAE Dirham
AED/TWD,AED/TWD - UAE Dirham Taiwan Dollar,aed-twd,9327,AED,UAE Dirham,TWD,Taiwan Dollar
TWD/BHD,TWD/BHD - Taiwan Dollar Baharain Dinar,twd-bhd,10299,TWD,Taiwan Dollar,BHD,Baharain Dinar
TWD/ILS,TWD/ILS - Taiwan Dollar Israeli Shekel,twd-ils,10312,TWD,Taiwan Dollar,ILS,Israeli Shekel
ILS/TWD,ILS/TWD - Israeli Shekel Taiwan Dollar,ils-twd,9722,ILS,Israeli Shekel,TWD,Taiwan Dollar
TWD/JOD,TWD/JOD - Taiwan Dollar Jordan Dinar,twd-jod,10315,TWD,Taiwan Dollar,JOD,Jordan Dinar
TWD/LBP,TWD/LBP - Taiwan Dollar Lebanese Pound,twd-lbp,10317,TWD,Taiwan Dollar,LBP,Lebanese Pound
TWD/OMR,TWD/OMR - Taiwan Dollar Omani Rial,twd-omr,10328,TWD,Taiwan Dollar,OMR,Omani Rial
TWD/QAR,TWD/QAR - Taiwan Dollar Qatari Riyal,twd-qar,10332,TWD,Taiwan Dollar,QAR,Qatari Riyal
TWD/SAR,TWD/SAR - Taiwan Dollar Saudi Riyal,twd-sar,10335,TWD,Taiwan Dollar,SAR,Saudi Riyal
SAR/TWD,SAR/TWD - Saudi Riyal Taiwan Dollar,sar-twd,10118,SAR,Saudi Riyal,TWD,Taiwan Dollar
TWD/AUD,TWD/AUD - Taiwan Dollar Australian Dollar,twd-aud,10297,TWD,Taiwan Dollar,AUD,Australian Dollar
AUD/TWD,AUD/TWD - Australian Dollar Taiwan Dollar,aud-twd,1498,AUD,Australian Dollar,TWD,Taiwan Dollar
TWD/NZD,TWD/NZD - Taiwan Dollar New Zealand Dollar,twd-nzd,10327,TWD,Taiwan Dollar,NZD,New Zealand Dollar
NZD/TWD,NZD/TWD - New Zealand Dollar Taiwan Dollar,nzd-twd,1989,NZD,New Zealand Dollar,TWD,Taiwan Dollar
TWD/BBD,TWD/BBD - Taiwan Dollar Barbadian Dollar,twd-bbd,10298,TWD,Taiwan Dollar,BBD,Barbadian Dollar
TWD/JMD,TWD/JMD - Taiwan Dollar Jamaican Dollar,twd-jmd,10314,TWD,Taiwan Dollar,JMD,Jamaican Dollar
TWD/XCD,TWD/XCD - Taiwan Dollar East Caribbean Dollar,twd-xcd,10342,TWD,Taiwan Dollar,XCD,East Caribbean Dollar
TWD/CHF,TWD/CHF - Taiwan Dollar Swiss Franc,twd-chf,10302,TWD,Taiwan Dollar,CHF,Swiss Franc
CHF/TWD,CHF/TWD - Swiss Franc Taiwan Dollar,chf-twd,1559,CHF,Swiss Franc,TWD,Taiwan Dollar
TWD/CZK,TWD/CZK - Taiwan Dollar Czech Koruna,twd-czk,10304,TWD,Taiwan Dollar,CZK,Czech Koruna
TWD/DKK,TWD/DKK - Taiwan Dollar Danish Krone,twd-dkk,10305,TWD,Taiwan Dollar,DKK,Danish Krone
DKK/TWD,DKK/TWD - Danish Krone Taiwan Dollar,dkk-twd,1597,DKK,Danish Krone,TWD,Taiwan Dollar
TWD/EUR,TWD/EUR - Taiwan Dollar Euro,twd-eur,10308,TWD,Taiwan Dollar,EUR,Euro
EUR/TWD,EUR/TWD - Euro Taiwan Dollar,eur-twd,1707,EUR,Euro,TWD,Taiwan Dollar
TWD/GBP,TWD/GBP - Taiwan Dollar British Pound,twd-gbp,10309,TWD,Taiwan Dollar,GBP,British Pound
GBP/TWD,GBP/TWD - British Pound Taiwan Dollar,gbp-twd,1798,GBP,British Pound,TWD,Taiwan Dollar
TWD/HUF,TWD/HUF - Taiwan Dollar Hungarian Forint,twd-huf,10311,TWD,Taiwan Dollar,HUF,Hungarian Forint
TWD/ISK,TWD/ISK - Taiwan Dollar Icelandic Kr,twd-isk,10313,TWD,Taiwan Dollar,ISK,Icelandic Kr
TWD/NOK,TWD/NOK - Taiwan Dollar Norwegian Krone,twd-nok,10325,TWD,Taiwan Dollar,NOK,Norwegian Krone
NOK/TWD,NOK/TWD - Norwegian Krone Taiwan Dollar,nok-twd,9881,NOK,Norwegian Krone,TWD,Taiwan Dollar
TWD/PLN,TWD/PLN - Taiwan Dollar Polish Zloty,twd-pln,10331,TWD,Taiwan Dollar,PLN,Polish Zloty
PLN/TWD,PLN/TWD - Polish Zloty Taiwan Dollar,pln-twd,10017,PLN,Polish Zloty,TWD,Taiwan Dollar
TWD/RON,TWD/RON - Taiwan Dollar Romanian Leu,twd-ron,10333,TWD,Taiwan Dollar,RON,Romanian Leu
TWD/RUB,TWD/RUB - Taiwan Dollar Russian Ruble,twd-rub,10334,TWD,Taiwan Dollar,RUB,Russian Ruble
RUB/TWD,RUB/TWD - Russian Ruble Taiwan Dollar,rub-twd,10063,RUB,Russian Ruble,TWD,Taiwan Dollar
TWD/SEK,TWD/SEK - Taiwan Dollar Swedish Krona,twd-sek,10336,TWD,Taiwan Dollar,SEK,Swedish Krona
SEK/TWD,SEK/TWD - Swedish Krona Taiwan Dollar,sek-twd,10167,SEK,Swedish Krona,TWD,Taiwan Dollar
TWD/TRY,TWD/TRY - Taiwan Dollar Turkish Lira,twd-try,10338,TWD,Taiwan Dollar,TRY,Turkish Lira
TRY/TWD,TRY/TWD - Turkish Lira Taiwan Dollar,try-twd,10289,TRY,Turkish Lira,TWD,Taiwan Dollar
TWD/EGP,TWD/EGP - Taiwan Dollar Egyptian Pound,twd-egp,10307,TWD,Taiwan Dollar,EGP,Egyptian Pound
TWD/KES,TWD/KES - Taiwan Dollar Kenyan Shilling,twd-kes,10316,TWD,Taiwan Dollar,KES,Kenyan Shilling
TWD/MAD,TWD/MAD - Taiwan Dollar Moroccan Dirham,twd-mad,10321,TWD,Taiwan Dollar,MAD,Moroccan Dirham
TWD/NAD,TWD/NAD - Taiwan Dollar Namibian Dollar,twd-nad,10324,TWD,Taiwan Dollar,NAD,Namibian Dollar
TWD/XAF,TWD/XAF - Taiwan Dollar Central African Franc,twd-xaf,10341,TWD,Taiwan Dollar,XAF,Central African Franc
TWD/XOF,TWD/XOF - Taiwan Dollar West African CFA franc,twd-xof,10343,TWD,Taiwan Dollar,XOF,West African CFA franc
TWD/ZAR,TWD/ZAR - Taiwan Dollar South African Rand,twd-zar,10344,TWD,Taiwan Dollar,ZAR,South African Rand
ZAR/TWD,ZAR/TWD - South African Rand Taiwan Dollar,zar-twd,2253,ZAR,South African Rand,TWD,Taiwan Dollar
TJS/RUB,TJS/RUB - Tajikistani somoni Russian Ruble,tjs-rub,1089322,TJS,Tajikistani somoni,RUB,Russian Ruble
EUR/TJS,EUR/TJS - Euro Tajikistani somoni,eur-tjs,962662,EUR,Euro,TJS,Tajikistani somoni
THB/AED,THB/AED - Thai Baht UAE Dirham,thb-aed,10208,THB,Thai Baht,AED,UAE Dirham
AED/THB,AED/THB - UAE Dirham Thai Baht,aed-thb,9302,AED,UAE Dirham,THB,Thai Baht
THB/BHD,THB/BHD - Thai Baht Baharain Dinar,thb-bhd,10211,THB,Thai Baht,BHD,Baharain Dinar
THB/ILS,THB/ILS - Thai Baht Israeli Shekel,thb-ils,10220,THB,Thai Baht,ILS,Israeli Shekel
ILS/THB,ILS/THB - Israeli Shekel Thai Baht,ils-thb,9720,ILS,Israeli Shekel,THB,Thai Baht
THB/LBP,THB/LBP - Thai Baht Lebanese Pound,thb-lbp,10224,THB,Thai Baht,LBP,Lebanese Pound
THB/QAR,THB/QAR - Thai Baht Qatari Riyal,thb-qar,10233,THB,Thai Baht,QAR,Qatari Riyal
THB/SAR,THB/SAR - Thai Baht Saudi Riyal,thb-sar,10235,THB,Thai Baht,SAR,Saudi Riyal
SAR/THB,SAR/THB - Saudi Riyal Thai Baht,sar-thb,10116,SAR,Saudi Riyal,THB,Thai Baht
THB/AUD,THB/AUD - Thai Baht Australian Dollar,thb-aud,10210,THB,Thai Baht,AUD,Australian Dollar
AUD/THB,AUD/THB - Australian Dollar Thai Baht,aud-thb,130,AUD,Australian Dollar,THB,Thai Baht
NZD/THB,NZD/THB - New Zealand Dollar Thai Baht,nzd-thb,120,NZD,New Zealand Dollar,THB,Thai Baht
THB/CZK,THB/CZK - Thai Baht Czech Koruna,thb-czk,10214,THB,Thai Baht,CZK,Czech Koruna
THB/DKK,THB/DKK - Thai Baht Danish Krone,thb-dkk,10215,THB,Thai Baht,DKK,Danish Krone
DKK/THB,DKK/THB - Danish Krone Thai Baht,dkk-thb,129,DKK,Danish Krone,THB,Thai Baht
THB/HUF,THB/HUF - Thai Baht Hungarian Forint,thb-huf,10219,THB,Thai Baht,HUF,Hungarian Forint
HUF/THB,HUF/THB - Hungarian Forint Thai Baht,huf-thb,9665,HUF,Hungarian Forint,THB,Thai Baht
THB/ISK,THB/ISK - Thai Baht Icelandic Kr,thb-isk,10221,THB,Thai Baht,ISK,Icelandic Kr
ISK/THB,ISK/THB - Icelandic Kr Thai Baht,isk-thb,9766,ISK,Icelandic Kr,THB,Thai Baht
THB/NOK,THB/NOK - Thai Baht Norwegian Krone,thb-nok,10230,THB,Thai Baht,NOK,Norwegian Krone
NOK/THB,NOK/THB - Norwegian Krone Thai Baht,nok-thb,9879,NOK,Norwegian Krone,THB,Thai Baht
THB/RUB,THB/RUB - Thai Baht Russian Ruble,thb-rub,10234,THB,Thai Baht,RUB,Russian Ruble
RUB/THB,RUB/THB - Russian Ruble Thai Baht,rub-thb,10061,RUB,Russian Ruble,THB,Thai Baht
THB/SEK,THB/SEK - Thai Baht Swedish Krona,thb-sek,10236,THB,Thai Baht,SEK,Swedish Krona
SEK/THB,SEK/THB - Swedish Krona Thai Baht,sek-thb,10165,SEK,Swedish Krona,THB,Thai Baht
THB/TRY,THB/TRY - Thai Baht Turkish Lira,thb-try,10237,THB,Thai Baht,TRY,Turkish Lira
TRY/THB,TRY/THB - Turkish Lira Thai Baht,try-thb,10288,TRY,Turkish Lira,THB,Thai Baht
EUR/THB,EUR/THB - Euro Thai Baht,eur-thb,94,EUR,Euro,THB,Thai Baht
GBP/THB,GBP/THB - British Pound Thai Baht,gbp-thb,95,GBP,British Pound,THB,Thai Baht
CHF/THB,CHF/THB - Swiss Franc Thai Baht,chf-thb,1558,CHF,Swiss Franc,THB,Thai Baht
PLN/THB,PLN/THB - Polish Zloty Thai Baht,pln-thb,10015,PLN,Polish Zloty,THB,Thai Baht
THB/EGP,THB/EGP - Thai Baht Egyptian Pound,thb-egp,10217,THB,Thai Baht,EGP,Egyptian Pound
THB/KES,THB/KES - Thai Baht Kenyan Shilling,thb-kes,10223,THB,Thai Baht,KES,Kenyan Shilling
THB/MAD,THB/MAD - Thai Baht Moroccan Dirham,thb-mad,10226,THB,Thai Baht,MAD,Moroccan Dirham
THB/NAD,THB/NAD - Thai Baht Namibian Dollar,thb-nad,10229,THB,Thai Baht,NAD,Namibian Dollar
THB/XAF,THB/XAF - Thai Baht Central African Franc,thb-xaf,10238,THB,Thai Baht,XAF,Central African Franc
THB/XOF,THB/XOF - Thai Baht West African CFA franc,thb-xof,10239,THB,Thai Baht,XOF,West African CFA franc
THB/ZAR,THB/ZAR - Thai Baht South African Rand,thb-zar,10240,THB,Thai Baht,ZAR,South African Rand
ZAR/THB,ZAR/THB - South African Rand Thai Baht,zar-thb,2251,ZAR,South African Rand,THB,Thai Baht
THB/JMD,THB/JMD - Thai Baht Jamaican Dollar,thb-jmd,10222,THB,Thai Baht,JMD,Jamaican Dollar
UZS/RUB,UZS/RUB - Uzbekistani Sum Russian Ruble,uzs-rub,1089323,UZS,Uzbekistani Sum,RUB,Russian Ruble
EUR/UZS,EUR/UZS - Euro Uzbekistani Sum,eur-uzs,1712,EUR,Euro,UZS,Uzbekistani Sum
VND/XAF,VND/XAF - Vietnamese Dong Central African Franc,vnd-xaf,2229,VND,Vietnamese Dong,XAF,Central African Franc
EUR/VND,EUR/VND - Euro Vietnamese Dong,eur-vnd,1715,EUR,Euro,VND,Vietnamese Dong
GBP/VND,GBP/VND - British Pound Vietnamese Dong,gbp-vnd,1803,GBP,British Pound,VND,Vietnamese Dong
RUB/VND,RUB/VND - Russian Ruble Vietnamese Dong,rub-vnd,993167,RUB,Russian Ruble,VND,Vietnamese Dong
AUD/CHF,AUD/CHF - Australian Dollar Swiss Franc,aud-chf,48,AUD,Australian Dollar,CHF,Swiss Franc
CHF/AUD,CHF/AUD - Swiss Franc Australian Dollar,chf-aud,1542,CHF,Swiss Franc,AUD,Australian Dollar
AUD/PLN,AUD/PLN - Australian Dollar Polish Zloty,aud-pln,84,AUD,Australian Dollar,PLN,Polish Zloty
PLN/AUD,PLN/AUD - Polish Zloty Australian Dollar,pln-aud,9973,PLN,Polish Zloty,AUD,Australian Dollar
AUD/NOK,AUD/NOK - Australian Dollar Norwegian Krone,aud-nok,109,AUD,Australian Dollar,NOK,Norwegian Krone
NOK/AUD,NOK/AUD - Norwegian Krone Australian Dollar,nok-aud,9838,NOK,Norwegian Krone,AUD,Australian Dollar
AUD/SEK,AUD/SEK - Australian Dollar Swedish Krona,aud-sek,137,AUD,Australian Dollar,SEK,Swedish Krona
SEK/AUD,SEK/AUD - Swedish Krona Australian Dollar,sek-aud,10127,SEK,Swedish Krona,AUD,Australian Dollar
AUD/CZK,AUD/CZK - Australian Dollar Czech Koruna,aud-czk,139,AUD,Australian Dollar,CZK,Czech Koruna
AUD/DKK,AUD/DKK - Australian Dollar Danish Krone,aud-dkk,144,AUD,Australian Dollar,DKK,Danish Krone
DKK/AUD,DKK/AUD - Danish Krone Australian Dollar,dkk-aud,9572,DKK,Danish Krone,AUD,Australian Dollar
AUD/EUR,AUD/EUR - Australian Dollar Euro,aud-eur,1487,AUD,Australian Dollar,EUR,Euro
EUR/AUD,EUR/AUD - Euro Australian Dollar,eur-aud,15,EUR,Euro,AUD,Australian Dollar
AUD/GBP,AUD/GBP - Australian Dollar British Pound,aud-gbp,1489,AUD,Australian Dollar,GBP,British Pound
GBP/AUD,GBP/AUD - British Pound Australian Dollar,gbp-aud,53,GBP,British Pound,AUD,Australian Dollar
AUD/HUF,AUD/HUF - Australian Dollar Hungarian Forint,aud-huf,1490,AUD,Australian Dollar,HUF,Hungarian Forint
AUD/ISK,AUD/ISK - Australian Dollar Icelandic Kr,aud-isk,9385,AUD,Australian Dollar,ISK,Icelandic Kr
AUD/RUB,AUD/RUB - Australian Dollar Russian Ruble,aud-rub,9388,AUD,Australian Dollar,RUB,Russian Ruble
RUB/AUD,RUB/AUD - Russian Ruble Australian Dollar,rub-aud,13920,RUB,Russian Ruble,AUD,Australian Dollar
AUD/TRY,AUD/TRY - Australian Dollar Turkish Lira,aud-try,9390,AUD,Australian Dollar,TRY,Turkish Lira
TRY/AUD,TRY/AUD - Turkish Lira Australian Dollar,try-aud,10243,TRY,Turkish Lira,AUD,Australian Dollar
AUD/RON,AUD/RON - Australian Dollar Romanian Leu,aud-ron,9405,AUD,Australian Dollar,RON,Romanian Leu
AUD/HRK,AUD/HRK - Australian Dollar Croatian Kuna,aud-hrk,25316,AUD,Australian Dollar,HRK,Croatian Kuna
AUD/BYN,AUD/BYN - Australian Dollar Belarusian Ruble,aud-byn,53089,AUD,Australian Dollar,BYN,Belarusian Ruble
AUD/UAH,AUD/UAH - Australian Dollar Ukrainian Hryvnia,aud-uah,940804,AUD,Australian Dollar,UAH,Ukrainian Hryvnia
AUD/NZD,AUD/NZD - Australian Dollar New Zealand Dollar,aud-nzd,50,AUD,Australian Dollar,NZD,New Zealand Dollar
NZD/AUD,NZD/AUD - New Zealand Dollar Australian Dollar,nzd-aud,1980,NZD,New Zealand Dollar,AUD,Australian Dollar
AUD/FJD,AUD/FJD - Australian Dollar Fiji Dollar,aud-fjd,1488,AUD,Australian Dollar,FJD,Fiji Dollar
AUD/ZAR,AUD/ZAR - Australian Dollar South African Rand,aud-zar,122,AUD,Australian Dollar,ZAR,South African Rand
ZAR/AUD,ZAR/AUD - South African Rand Australian Dollar,zar-aud,10404,ZAR,South African Rand,AUD,Australian Dollar
AUD/MAD,AUD/MAD - Australian Dollar Moroccan Dirham,aud-mad,9386,AUD,Australian Dollar,MAD,Moroccan Dirham
AUD/XAF,AUD/XAF - Australian Dollar Central African Franc,aud-xaf,9392,AUD,Australian Dollar,XAF,Central African Franc
AUD/NAD,AUD/NAD - Australian Dollar Namibian Dollar,aud-nad,9398,AUD,Australian Dollar,NAD,Namibian Dollar
AUD/KES,AUD/KES - Australian Dollar Kenyan Shilling,aud-kes,9402,AUD,Australian Dollar,KES,Kenyan Shilling
AUD/EGP,AUD/EGP - Australian Dollar Egyptian Pound,aud-egp,9410,AUD,Australian Dollar,EGP,Egyptian Pound
AUD/XOF,AUD/XOF - Australian Dollar West African CFA franc,aud-xof,9411,AUD,Australian Dollar,XOF,West African CFA franc
AUD/ILS,AUD/ILS - Australian Dollar Israeli Shekel,aud-ils,1492,AUD,Australian Dollar,ILS,Israeli Shekel
ILS/AUD,ILS/AUD - Israeli Shekel Australian Dollar,ils-aud,9675,ILS,Israeli Shekel,AUD,Australian Dollar
AUD/AED,AUD/AED - Australian Dollar UAE Dirham,aud-aed,9383,AUD,Australian Dollar,AED,UAE Dirham
AED/AUD,AED/AUD - UAE Dirham Australian Dollar,aed-aud,9276,AED,UAE Dirham,AUD,Australian Dollar
AUD/SAR,AUD/SAR - Australian Dollar Saudi Riyal,aud-sar,9389,AUD,Australian Dollar,SAR,Saudi Riyal
SAR/AUD,SAR/AUD - Saudi Riyal Australian Dollar,sar-aud,10071,SAR,Saudi Riyal,AUD,Australian Dollar
AUD/BHD,AUD/BHD - Australian Dollar Baharain Dinar,aud-bhd,9395,AUD,Australian Dollar,BHD,Baharain Dinar
AUD/JOD,AUD/JOD - Australian Dollar Jordan Dinar,aud-jod,9397,AUD,Australian Dollar,JOD,Jordan Dinar
AUD/OMR,AUD/OMR - Australian Dollar Omani Rial,aud-omr,9399,AUD,Australian Dollar,OMR,Omani Rial
AUD/QAR,AUD/QAR - Australian Dollar Qatari Riyal,aud-qar,9400,AUD,Australian Dollar,QAR,Qatari Riyal
AUD/LBP,AUD/LBP - Australian Dollar Lebanese Pound,aud-lbp,9406,AUD,Australian Dollar,LBP,Lebanese Pound
AUD/XCD,AUD/XCD - Australian Dollar East Caribbean Dollar,aud-xcd,9393,AUD,Australian Dollar,XCD,East Caribbean Dollar
AUD/BBD,AUD/BBD - Australian Dollar Barbadian Dollar,aud-bbd,9394,AUD,Australian Dollar,BBD,Barbadian Dollar
AUD/JMD,AUD/JMD - Australian Dollar Jamaican Dollar,aud-jmd,9401,AUD,Australian Dollar,JMD,Jamaican Dollar
EUR/FJD,EUR/FJD - Euro Fiji Dollar,eur-fjd,1636,EUR,Euro,FJD,Fiji Dollar
GBP/FJD,GBP/FJD - British Pound Fiji Dollar,gbp-fjd,1752,GBP,British Pound,FJD,Fiji Dollar
EUR/XPF,EUR/XPF - Euro French Pacific Franc,eur-xpf,1718,EUR,Euro,XPF,French Pacific Franc
GBP/XPF,GBP/XPF - British Pound French Pacific Franc,gbp-xpf,1805,GBP,British Pound,XPF,French Pacific Franc
NZD/CHF,NZD/CHF - New Zealand Dollar Swiss Franc,nzd-chf,57,NZD,New Zealand Dollar,CHF,Swiss Franc
CHF/NZD,CHF/NZD - Swiss Franc New Zealand Dollar,chf-nzd,1556,CHF,Swiss Franc,NZD,New Zealand Dollar
NZD/DKK,NZD/DKK - New Zealand Dollar Danish Krone,nzd-dkk,72,NZD,New Zealand Dollar,DKK,Danish Krone
DKK/NZD,DKK/NZD - Danish Krone New Zealand Dollar,dkk-nzd,9595,DKK,Danish Krone,NZD,New Zealand Dollar
NZD/CZK,NZD/CZK - New Zealand Dollar Czech Koruna,nzd-czk,80,NZD,New Zealand Dollar,CZK,Czech Koruna
NZD/PLN,NZD/PLN - New Zealand Dollar Polish Zloty,nzd-pln,82,NZD,New Zealand Dollar,PLN,Polish Zloty
PLN/NZD,PLN/NZD - Polish Zloty New Zealand Dollar,pln-nzd,10004,PLN,Polish Zloty,NZD,New Zealand Dollar
NZD/HUF,NZD/HUF - New Zealand Dollar Hungarian Forint,nzd-huf,92,NZD,New Zealand Dollar,HUF,Hungarian Forint
NZD/SEK,NZD/SEK - New Zealand Dollar Swedish Krona,nzd-sek,118,NZD,New Zealand Dollar,SEK,Swedish Krona
SEK/NZD,SEK/NZD - Swedish Krona New Zealand Dollar,sek-nzd,10155,SEK,Swedish Krona,NZD,New Zealand Dollar
NZD/EUR,NZD/EUR - New Zealand Dollar Euro,nzd-eur,1982,NZD,New Zealand Dollar,EUR,Euro
EUR/NZD,EUR/NZD - Euro New Zealand Dollar,eur-nzd,52,EUR,Euro,NZD,New Zealand Dollar
NZD/GBP,NZD/GBP - New Zealand Dollar British Pound,nzd-gbp,1983,NZD,New Zealand Dollar,GBP,British Pound
GBP/NZD,GBP/NZD - British Pound New Zealand Dollar,gbp-nzd,55,GBP,British Pound,NZD,New Zealand Dollar
NZD/ISK,NZD/ISK - New Zealand Dollar Icelandic Kr,nzd-isk,9897,NZD,New Zealand Dollar,ISK,Icelandic Kr
NZD/NOK,NZD/NOK - New Zealand Dollar Norwegian Krone,nzd-nok,9908,NZD,New Zealand Dollar,NOK,Norwegian Krone
NOK/NZD,NOK/NZD - Norwegian Krone New Zealand Dollar,nok-nzd,9868,NOK,Norwegian Krone,NZD,New Zealand Dollar
NZD/RON,NZD/RON - New Zealand Dollar Romanian Leu,nzd-ron,9914,NZD,New Zealand Dollar,RON,Romanian Leu
NZD/RUB,NZD/RUB - New Zealand Dollar Russian Ruble,nzd-rub,9915,NZD,New Zealand Dollar,RUB,Russian Ruble
NZD/TRY,NZD/TRY - New Zealand Dollar Turkish Lira,nzd-try,9917,NZD,New Zealand Dollar,TRY,Turkish Lira
TRY/NZD,TRY/NZD - Turkish Lira New Zealand Dollar,try-nzd,10276,TRY,Turkish Lira,NZD,New Zealand Dollar
NZD/BYN,NZD/BYN - New Zealand Dollar Belarusian Ruble,nzd-byn,53091,NZD,New Zealand Dollar,BYN,Belarusian Ruble
NZD/ZAR,NZD/ZAR - New Zealand Dollar South African Rand,nzd-zar,121,NZD,New Zealand Dollar,ZAR,South African Rand
ZAR/NZD,ZAR/NZD - South African Rand New Zealand Dollar,zar-nzd,10430,ZAR,South African Rand,NZD,New Zealand Dollar
NZD/EGP,NZD/EGP - New Zealand Dollar Egyptian Pound,nzd-egp,9895,NZD,New Zealand Dollar,EGP,Egyptian Pound
NZD/KES,NZD/KES - New Zealand Dollar Kenyan Shilling,nzd-kes,9900,NZD,New Zealand Dollar,KES,Kenyan Shilling
NZD/MAD,NZD/MAD - New Zealand Dollar Moroccan Dirham,nzd-mad,9905,NZD,New Zealand Dollar,MAD,Moroccan Dirham
NZD/NAD,NZD/NAD - New Zealand Dollar Namibian Dollar,nzd-nad,9907,NZD,New Zealand Dollar,NAD,Namibian Dollar
NZD/XAF,NZD/XAF - New Zealand Dollar Central African Franc,nzd-xaf,9919,NZD,New Zealand Dollar,XAF,Central African Franc
NZD/XOF,NZD/XOF - New Zealand Dollar West African CFA franc,nzd-xof,9921,NZD,New Zealand Dollar,XOF,West African CFA franc
NZD/AED,NZD/AED - New Zealand Dollar UAE Dirham,nzd-aed,9888,NZD,New Zealand Dollar,AED,UAE Dirham
AED/NZD,AED/NZD - UAE Dirham New Zealand Dollar,aed-nzd,9295,AED,UAE Dirham,NZD,New Zealand Dollar
NZD/BHD,NZD/BHD - New Zealand Dollar Baharain Dinar,nzd-bhd,9891,NZD,New Zealand Dollar,BHD,Baharain Dinar
NZD/ILS,NZD/ILS - New Zealand Dollar Israeli Shekel,nzd-ils,9896,NZD,New Zealand Dollar,ILS,Israeli Shekel
ILS/NZD,ILS/NZD - Israeli Shekel New Zealand Dollar,ils-nzd,9708,ILS,Israeli Shekel,NZD,New Zealand Dollar
NZD/JOD,NZD/JOD - New Zealand Dollar Jordan Dinar,nzd-jod,9899,NZD,New Zealand Dollar,JOD,Jordan Dinar
NZD/LBP,NZD/LBP - New Zealand Dollar Lebanese Pound,nzd-lbp,9901,NZD,New Zealand Dollar,LBP,Lebanese Pound
NZD/OMR,NZD/OMR - New Zealand Dollar Omani Rial,nzd-omr,9910,NZD,New Zealand Dollar,OMR,Omani Rial
NZD/QAR,NZD/QAR - New Zealand Dollar Qatari Riyal,nzd-qar,9913,NZD,New Zealand Dollar,QAR,Qatari Riyal
NZD/SAR,NZD/SAR - New Zealand Dollar Saudi Riyal,nzd-sar,9916,NZD,New Zealand Dollar,SAR,Saudi Riyal
SAR/NZD,SAR/NZD - Saudi Riyal New Zealand Dollar,sar-nzd,10106,SAR,Saudi Riyal,NZD,New Zealand Dollar
NZD/BBD,NZD/BBD - New Zealand Dollar Barbadian Dollar,nzd-bbd,9890,NZD,New Zealand Dollar,BBD,Barbadian Dollar
NZD/JMD,NZD/JMD - New Zealand Dollar Jamaican Dollar,nzd-jmd,9898,NZD,New Zealand Dollar,JMD,Jamaican Dollar
NZD/XCD,NZD/XCD - New Zealand Dollar East Caribbean Dollar,nzd-xcd,9920,NZD,New Zealand Dollar,XCD,East Caribbean Dollar
EUR/PGK,EUR/PGK - Euro Papua New Guinean Kina,eur-pgk,1683,EUR,Euro,PGK,Papua New Guinean Kina
GBP/PGK,GBP/PGK - British Pound Papua New Guinean Kina,gbp-pgk,1784,GBP,British Pound,PGK,Papua New Guinean Kina
TMT/RUB,TMT/RUB - Turkmenistan manat Russian Ruble,tmt-rub,1089320,TMT,Turkmenistan manat,RUB,Russian Ruble
EUR/ALL,EUR/ALL - Euro Albanian Lek,eur-all,1606,EUR,Euro,ALL,Albanian Lek
GBP/ALL,GBP/ALL - British Pound Albanian Lek,gbp-all,1728,GBP,British Pound,ALL,Albanian Lek
RUB/AMD,RUB/AMD - Russian Ruble Armenian Dram,rub-amd,993175,RUB,Russian Ruble,AMD,Armenian Dram
EUR/AMD,EUR/AMD - Euro Armenian Dram,eur-amd,962661,EUR,Euro,AMD,Armenian Dram
BYN/EUR,BYN/EUR - Belarusian Ruble Euro,byn-eur,1073359,BYN,Belarusian Ruble,EUR,Euro
EUR/BYN,EUR/BYN - Euro Belarusian Ruble,eur-byn,1620,EUR,Euro,BYN,Belarusian Ruble
BYN/RUB,BYN/RUB - Belarusian Ruble Russian Ruble,byn-rub,1073360,BYN,Belarusian Ruble,RUB,Russian Ruble
RUB/BYN,RUB/BYN - Russian Ruble Belarusian Ruble,rub-byn,53087,RUB,Russian Ruble,BYN,Belarusian Ruble
GBP/BYN,GBP/BYN - British Pound Belarusian Ruble,gbp-byn,53086,GBP,British Pound,BYN,Belarusian Ruble
CHF/BYN,CHF/BYN - Swiss Franc Belarusian Ruble,chf-byn,53088,CHF,Swiss Franc,BYN,Belarusian Ruble
EUR/BAM,EUR/BAM - Euro Bosnia Herzegovina Mark,eur-bam,1609,EUR,Euro,BAM,Bosnia Herzegovina Mark
GBP/CHF,GBP/CHF - British Pound Swiss Franc,gbp-chf,12,GBP,British Pound,CHF,Swiss Franc
CHF/GBP,CHF/GBP - Swiss Franc British Pound,chf-gbp,1548,CHF,Swiss Franc,GBP,British Pound
